player_id,player_name,plateAppearances,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
641584,Jake Fraley,1,1,0,0,0,0,1.0,1.0,1.0,2.0
543309,Kyle Higashioka,1,1,0,0,0,0,1.0,1.0,1.0,2.0
656555,Rhys Hoskins,4,3,0,0,1,0,1.0,1.0,1.333,2.333
691785,Marcelo Mayer,2,2,0,0,0,0,1.0,1.0,1.5,2.5
686894,Joey Wiemer,4,3,1,1,1,0,1.0,1.0,2.0,3.0
805808,Kevin McGonigle,5,4,0,2,0,0,0.8,0.8,1.2,2.0
701350,Roman Anthony,5,3,0,0,1,1,0.75,0.8,0.75,1.55
669394,Jake Burger,4,3,1,2,0,1,0.75,0.75,1.5,2.25
676475,Alec Burleson,5,3,1,2,1,0,0.75,0.8,1.5,2.3
683737,Michael Busch,5,3,0,1,1,0,0.75,0.8,1.25,2.05
701675,Nathan Church,4,3,0,2,0,0,0.75,0.75,0.75,1.5
663743,Nick Fortes,4,3,0,1,0,0,0.75,0.75,0.75,1.5
687363,Victor Scott II,4,3,0,0,0,0,0.75,0.75,0.75,1.5
701398,Sal Stewart,4,3,0,0,0,0,0.75,0.75,1.25,2.0
810938,Ben Williamson,4,3,0,1,0,0,0.75,0.75,0.75,1.5
666176,Jo Adell,5,2,0,0,1,0,0.667,0.8,0.667,1.467
665953,Andrés Chaparro,3,2,0,0,0,0,0.667,0.667,1.0,1.667
687401,Joey Ortiz,3,2,0,2,0,0,0.667,0.667,0.667,1.334
677587,Brayan Rocchio,4,2,0,2,0,1,0.667,0.75,1.0,1.75
669224,Austin Wells,4,2,0,0,1,0,0.667,0.75,0.667,1.417
800050,Chase DeLauter,5,3,2,2,0,1,0.6,0.6,1.8,2.4
650490,Yandy Díaz,6,3,0,0,1,0,0.6,0.667,0.6,1.267
682626,Francisco Alvarez,5,2,1,1,0,0,0.5,0.6,1.25,1.85
666018,Jonathan Aranda,6,2,1,2,1,1,0.5,0.5,1.25,1.75
593428,Xander Bogaerts,4,2,0,1,0,0,0.5,0.5,0.75,1.25
691406,Junior Caminero,6,1,0,0,4,1,0.5,0.833,0.5,1.333
686527,Dominic Canzone,4,2,2,2,0,0,0.5,0.5,2.0,2.5
702222,Justin Crawford,4,2,0,0,0,0,0.5,0.5,0.5,1.0
676356,Jonny DeLuca,4,2,0,2,0,0,0.5,0.5,0.5,1.0
680977,Brendan Donovan,4,2,1,1,0,1,0.5,0.5,1.5,2.0
693304,Nick Gonzales,4,2,0,2,0,1,0.5,0.5,0.75,1.25
666152,David Hamilton,5,1,0,1,2,0,0.5,0.75,0.5,1.25
694388,Joey Loperfido,4,2,0,0,0,0,0.5,0.5,0.75,1.25
664040,Brandon Lowe,4,2,2,3,0,0,0.5,0.5,2.0,2.5
669016,Brandon Marsh,4,2,0,0,0,1,0.5,0.5,1.0,1.5
457705,Andrew McCutchen,2,1,0,0,0,1,0.5,0.5,1.0,1.5
805367,Chase Meidroth,4,1,1,1,2,1,0.5,0.75,2.0,2.75
571970,Max Muncy,4,1,0,0,2,1,0.5,0.75,0.5,1.25
808959,Munetaka Murakami,4,1,1,1,2,0,0.5,0.75,2.0,2.75
656811,Ryan O'Hearn,4,2,1,1,0,1,0.5,0.5,1.25,1.75
681351,Logan O'Hoppe,4,2,0,0,0,2,0.5,0.5,0.5,1.0
641933,Tyler O'Neill,3,1,0,0,1,0,0.5,0.667,0.5,1.167
681624,Andy Pages,4,2,1,3,0,1,0.5,0.5,1.25,1.75
672695,Geraldo Perdomo,4,2,1,2,0,1,0.5,0.5,1.25,1.75
678882,Ceddanne Rafaela,4,2,0,1,0,0,0.5,0.5,0.5,1.0
673357,Luis Robert Jr.,5,2,0,2,1,1,0.5,0.6,0.5,1.1
668939,Adley Rutschman,4,2,0,0,0,0,0.5,0.5,0.75,1.25
682177,Daniel Schneemann,2,1,0,0,0,1,0.5,0.5,1.0,1.5
608369,Corey Seager,4,2,0,0,0,1,0.5,0.5,0.5,1.0
669257,Will Smith,4,2,1,3,0,0,0.5,0.5,1.25,1.75
665742,Juan Soto,5,2,0,1,1,0,0.5,0.6,0.5,1.1
519317,Giancarlo Stanton,4,2,0,1,0,1,0.5,0.5,0.5,1.0
681082,Bryson Stott,4,2,0,0,0,1,0.5,0.5,0.5,1.0
545361,Mike Trout,5,1,1,1,3,1,0.5,0.8,2.0,2.8
668930,Brice Turang,5,2,0,0,1,1,0.5,0.6,0.75,1.35
607208,Trea Turner,4,2,0,0,0,0,0.5,0.5,0.5,1.0
592885,Christian Yelich,5,2,0,1,1,0,0.5,0.6,0.5,1.1
641343,Jake Bauers,5,2,1,3,0,2,0.4,0.4,1.0,1.4
691718,Pete Crow-Armstrong,5,2,0,2,0,2,0.4,0.4,0.4,0.8
693307,Dillon Dingler,5,2,1,3,0,1,0.4,0.4,1.0,1.4
680776,Jarren Duran,5,2,0,1,0,1,0.4,0.4,0.4,0.8
691781,Brady House,5,2,1,2,0,2,0.4,0.4,1.0,1.4
690993,Colt Keith,5,2,0,0,0,1,0.4,0.4,0.4,0.8
543760,Marcus Semien,5,2,0,1,0,1,0.4,0.4,0.6,1.0
